מסמך,גודל
3690,55
2378,72
2379,71
4461,118
3691,131
2374,113
2375,40
2376,30
2377,129
2370,121
2371,77
2372,93
2373,57
2594,100
1087,99
2596,90
2597,63
2590,123
2591,102
2592,59
1086,58
4530,167
3599,266
3598,50
2598,62
1085,169
3695,122
1876,69
1877,200
1874,81
1084,73
1872,76
1873,168
1870,84
1871,35
1083,89
4533,89
4439,213
4438,85
1878,76
1082,132
977,102
976,49
975,52
974,60
973,177
1081,101
971,65
970,92
1080,69
4949,77
4948,77
979,52
978,102
182,37
183,44
180,23
181,75
186,91
187,103
184,17
185,36
2110,76
2111,81
188,78
189,66
2114,133
2115,130
2116,111
1559,85
2622,71
2623,42
2620,63
2621,98
2626,66
2627,15
2624,115
2625,104
2628,88
2629,26
4089,61
1919,25
1918,122
4592,69
1464,122
3289,138
3288,39
1911,124
1910,66
1913,76
1912,84
1915,43
1914,117
1917,20
1916,103
869,70
868,60
2113,104
3449,88
3448,93
3141,83
861,22
860,124
863,51
862,196
865,59
864,62
867,26
866,113
2024,95
2025,124
2026,91
2027,156
2020,178
2021,76
2022,172
2023,56
4557,130
3144,102
2117,126
2028,97
2029,89
2758,98
2759,51
883,71
882,115
881,50
880,39
887,6
886,69
885,110
884,62
4217,58
889,51
888,27
4590,131
3148,61
3149,53
4014,67
3970,79
3729,156
4591,185
4555,57
3988,74
4800,89
3973,42
775,61
774,100
777,116
776,117
771,74
770,22
773,73
772,128
4596,71
779,63
778,60
4675,74
77,87
76,87
75,92
74,102
73,121
72,101
71,95
70,59
2972,87
2973,110
2970,91
2971,66
2976,79
2977,30
79,74
78,107
1043,44
1042,33
1041,53
1040,79
1047,42
1046,102
1045,154
1044,73
4597,106
1049,27
1048,143
1681,72
1680,56
1683,95
1682,105
1685,120
1684,81
1687,67
1686,103
1689,48
1688,35
3983,68
3025,107
4303,69
4302,98
1269,67
1268,158
3341,46
4306,120
669,57
668,44
1263,181
1262,164
665,71
664,90
1267,67
1266,54
1265,120
1264,96
3287,93
3021,215
3286,104
3095,102
3020,87
3285,71
4212,119
3128,126
3129,124
4595,182
3122,95
3123,104
3120,114
3121,92
3126,31
3127,105
3124,83
3125,63
1469,69
1468,42
3977,90
1465,52
1018,123
1467,87
1466,103
1461,100
1460,154
1463,57
1019,70
1317,131
1316,115
1315,113
1314,51
1313,75
1312,62
1311,99
1310,50
3276,70
1319,55
1318,47
4608,95
3976,150
4239,102
4238,68
4237,101
4236,98
4235,64
4234,191
4233,108
4232,154
4231,67
4230,91
3547,129
2460,206
1010,199
4587,87
1011,52
3445,104
4609,120
4454,82
3035,104
3444,104
3447,68
3948,64
3949,55
319,20
318,193
3403,144
4214,60
313,29
3441,196
311,101
310,84
317,60
316,57
315,38
314,68
4606,65
4216,80
3491,94
3443,147
4211,109
3442,193
4210,135
2756,101
3402,94
4128,92
4198,69
2757,126
4123,119
4122,123
4121,135
4120,246
4127,238
2754,110
4125,121
4124,99
1335,98
2755,105
3722,45
1334,156
2752,71
1337,78
3658,49
2753,110
3405,93
4707,177
1336,85
2750,122
2322,121
1331,181
2698,62
4604,92
4705,95
4459,87
1330,63
4218,90
4704,83
1333,103
4703,80
1332,118
4366,52
3404,90
4702,195
3273,40
4056,95
4055,65
2694,74
4053,85
4052,125
4051,157
4050,159
2693,69
4605,56
2324,167
4458,109
4059,50
2692,140
630,46
4930,78
3843,137
4361,71
4673,162
3407,175
2461,34
4359,74
3610,64
3611,101
2299,70
2298,121
2969,56
3615,115
3616,104
3617,52
2293,21
2292,47
2291,30
2290,51
2297,66
2296,102
631,62
2294,184
3842,69
4360,221
3406,169
2569,87
2568,84
4357,107
2561,48
2560,92
2563,82
2562,86
2565,82
2564,77
2567,90
2566,86
1521,50
2369,104
2368,109
2367,102
2366,154
2365,28
2364,56
2363,110
2362,91
2361,74
2360,38
2587,70
2586,109
2585,39
2584,109
2583,78
2582,127
2581,114
2580,97
4933,128
4080,112
2589,186
2588,100
1861,45
1860,154
1863,149
1862,63
1865,90
1864,44
1867,103
1866,93
1869,87
1868,71
3726,54
3727,137
3720,219
3721,111
3207,121
3723,84
964,69
965,68
966,37
967,52
960,54
961,75
962,54
963,93
4938,112
4934,68
968,63
969,114
4688,99
4689,96
2109,105
2108,79
2103,72
2102,69
2100,101
2107,133
2106,74
2105,79
2104,67
2639,135
2638,103
4935,53
2635,76
2634,38
2637,128
2636,32
2631,57
2630,82
2633,121
2632,63
4870,132
4672,94
3527,72
1560,76
3438,118
1241,68
4936,120
878,131
1240,85
876,62
877,98
874,99
875,89
872,69
1243,154
870,63
871,70
2037,47
2036,133
2035,36
1242,67
2033,146
2032,132
2031,69
2030,43
9,92
1245,50
4598,102
4599,86
4840,72
3483,73
2039,123
1244,90
890,65
891,95
892,55
893,31
894,113
1247,49
896,24
897,123
898,89
899,99
646,39
3651,253
4968,99
3484,74
1249,112
648,75
3236,75
3237,88
3544,82
3545,102
3546,51
3099,86
3540,83
3234,131
3542,162
3011,30
4369,66
3235,53
3548,158
1537,111
1964,160
4420,72
1965,95
1966,38
4939,155
1788,93
1789,56
768,6
769,125
2961,69
2960,82
2963,100
2962,142
762,297
763,66
760,70
761,85
766,44
767,129
764,41
765,152
3049,80
3048,103
1962,190
3041,111
3040,66
3043,84
1963,119
3045,13
3044,88
3047,117
3046,92
4568,86
1078,72
1079,108
1076,81
1077,268
1074,78
1075,52
1072,181
1073,93
1070,69
1071,56
1678,24
1561,42
3030,34
1674,159
1675,111
1676,143
1677,89
1670,120
1671,130
1672,70
1673,111
1094,103
1095,100
1096,54
1097,57
1090,70
1091,66
1092,72
1093,44
674,74
675,56
676,166
677,133
1098,38
1099,70
672,36
673,38
3135,107
3134,59
3137,53
3136,77
3131,44
3130,85
3133,38
3132,80
3139,36
3138,163
3015,73
4774,186
1533,65
4630,123
4443,123
1418,88
1419,117
2490,115
1410,63
1411,101
1412,86
1413,130
1414,59
1415,86
1416,76
1417,35
1322,85
1323,71
1320,91
1321,104
1326,70
1327,69
1324,105
1325,60
4444,97
4646,58
1328,101
1329,90
2494,75
4208,144
4209,100
4644,87
4202,128
4203,65
4200,132
5,72
4206,110
4207,178
4204,55
4205,143
1531,140
4636,158
4445,89
2874,122
3618,224
1256,113
1257,62
1254,10
1255,68
1252,90
1253,62
1250,45
1251,81
1528,88
1529,114
1258,71
1259,97
308,81
309,42
3959,85
3958,68
300,44
301,117
302,70
303,70
304,92
305,51
306,71
307,102
4116,95
4114,91
4115,121
4113,87
4110,54
4111,58
1792,121
4118,117
4119,78
4634,78
2254,32
2858,102
2575,108
2978,73
2979,85
4872,108
3340,95
4448,88
3058,102
3059,170
2475,62
3415,70
3056,148
2474,100
3057,106
4789,15
3054,131
4449,122
3700,84
3204,74
4063,112
4060,53
3055,113
3528,124
4064,177
4065,105
3052,50
4068,87
4069,99
3412,114
3053,126
4893,133
4442,84
2974,107
4892,108
4639,88
2975,77
4891,99
3603,187
3602,100
3601,70
473,86
3607,41
3606,112
3605,100
3604,80
4897,96
3609,118
3608,131
3413,54
4896,96
4487,139
2479,140
4638,158
2478,128
4435,73
4945,70
470,94
2950,49
2990,102
2358,122
2359,48
2352,61
2353,79
2350,159
2351,138
2356,99
2357,100
2354,137
471,108
2991,96
3398,134
4965,93
4453,56
4452,67
4451,59
4450,112
1898,196
1899,53
3739,125
3738,57
1894,79
1895,102
1896,90
1443,142
1890,131
476,118
1892,57
1893,91
959,37
958,56
2134,122
2135,76
2132,54
2133,126
2130,152
2131,64
951,149
950,155
953,49
952,96
955,187
954,146
957,59
956,107
4784,86
1442,113
477,113
4574,166
2648,62
2649,65
4801,175
2640,49
2641,101
2642,87
2643,104
2644,20
2645,75
4637,126
2647,97
4803,141
4941,140
4333,52
4804,87
4575,173
4805,81
3429,77
3428,85
4806,121
4924,104
3423,89
3422,54
3421,53
3420,71
3427,162
3426,34
3425,93
3424,68
2002,103
2003,159
2000,55
2001,142
2006,90
1440,66
2004,51
2005,88
3901,51
3033,105
2008,146
2009,78
4581,96
4187,99
4583,130
4582,99
4414,72
2034,128
1790,64
3331,74
2852,85
4300,76
4411,167
3026,63
4410,151
4825,92
3557,46
3197,145
3555,157
3554,119
3553,178
3552,125
3551,65
3550,143
4304,66
3559,90
3558,104
667,76
4578,125
666,85
2176,58
4779,133
1261,46
4944,89
2177,111
2910,85
2911,133
1799,99
1260,86
2914,26
2915,133
719,128
718,63
717,69
716,50
715,95
714,84
713,71
712,136
711,93
710,57
4967,78
661,99
4966,106
4328,77
660,55
2178,38
4078,116
1069,72
1068,83
2179,37
4641,96
1061,85
1060,57
1063,32
1062,48
1065,137
1064,44
1067,105
1066,120
3023,38
4961,59
1669,78
1668,205
1667,120
1666,142
1665,60
1664,95
1663,70
1662,83
1661,46
1660,73
591,99
590,60
593,53
592,18
595,62
594,67
597,91
596,117
599,55
598,86
4323,80
4322,107
4325,67
4324,50
1089,56
1088,44
3140,134
3022,61
3142,109
3143,32
2828,146
2829,151
3146,144
3147,111
2824,122
2825,94
2826,86
2827,77
2820,121
2821,324
2822,120
2823,55
3386,71
3387,59
3384,67
3385,75
3382,84
3383,138
3380,151
3381,108
4807,83
3388,109
3389,84
1409,88
1408,22
1403,90
1402,62
1401,86
1400,67
1407,44
1406,109
1405,83
1404,105
4215,98
1546,33
449,57
448,55
1339,113
1338,127
4213,80
1547,67
443,89
442,76
441,58
440,38
447,70
446,138
445,41
444,29
1520,136
4947,125
4570,201
4436,40
1542,94
1543,76
3261,102
39,176
38,98
4201,88
1540,123
3260,38
33,71
32,119
31,119
30,132
37,206
36,112
35,77
34,103
641,53
640,127
643,65
642,71
645,38
644,66
647,91
1246,105
649,86
1248,118
3098,47
2496,199
1539,59
1538,73
339,33
338,89
335,102
334,78
337,82
336,154
331,101
330,105
333,97
332,111
4101,86
4100,107
4103,167
4102,75
4105,89
4104,95
4107,116
4106,95
4109,98
4108,109
4593,105
1026,95
4536,95
4626,73
3377,96
3898,128
3899,78
4907,100
3892,77
3893,137
3890,34
3891,90
3896,99
3897,141
3894,108
2118,221
3467,98
4499,93
3466,72
4918,117
3195,76
4962,80
3464,122
4245,74
8,89
3463,88
2119,203
3462,70
4619,115
4079,59
3461,84
5000,64
4075,118
4074,39
4077,232
3460,60
4071,76
3375,149
4073,76
4072,90
3966,140
3967,94
3964,81
3965,93
3962,190
3963,77
3960,76
3704,121
3200,62
1462,61
3968,92
3969,156
2854,91
3435,42
3638,38
3639,72
3636,75
3637,104
3634,89
3635,140
3632,198
3633,106
3630,82
3631,66
4611,68
3469,115
4610,118
3468,105
4613,122
1991,83
2345,54
2344,55
2347,107
2346,56
2341,81
2340,100
2343,328
2342,138
4615,93
2349,139
2348,155
4614,101
4617,114
3253,110
4616,93
3708,94
4898,101
1889,255
1888,102
1887,51
1886,62
1885,79
1884,127
1883,66
1882,61
1881,152
1880,93
2121,54
2120,121
2123,47
2122,28
2125,122
2124,8
948,28
949,83
946,6
947,139
944,112
945,55
942,6
943,64
940,93
941,65
3038,110
3942,125
2410,129
2659,46
2658,54
2653,27
2652,63
2651,114
2650,98
2657,19
2656,196
2655,36
2654,75
133,74
132,93
131,158
130,74
137,137
136,73
135,93
134,98
139,240
138,216
3418,77
3419,133
3518,85
4868,128
4393,185
2019,38
2018,243
2015,48
2014,170
2017,170
2016,122
2011,105
2010,108
2013,76
2012,154
4970,97
3277,70
1793,89
3562,72
3563,89
3560,139
3561,74
3566,57
3567,140
3564,70
3565,125
3034,102
3568,68
2112,117
4484,105
4485,110
4486,152
3000,74
4480,106
4481,82
4482,128
4483,104
4488,74
4489,69
2903,132
2902,75
2901,63
2900,151
708,114
709,109
2905,63
2904,43
704,104
705,171
706,44
707,49
700,94
701,64
702,88
703,98
3037,105
88,142
89,167
3926,77
4793,113
82,104
83,118
80,168
81,158
86,82
87,102
84,76
85,213
3036,181
1658,71
1659,56
1652,74
1388,117
1650,51
1651,54
1656,84
1657,121
1654,33
1389,77
586,116
587,31
584,36
585,53
582,111
583,127
580,51
581,41
1984,28
588,185
589,31
3153,27
3152,197
3151,86
1633,48
3157,91
3156,69
2839,72
2838,65
2837,65
1982,73
2835,109
2834,94
2833,190
2832,112
2831,75
1983,167
1436,64
1437,75
1434,73
1435,81
1432,86
1433,79
1430,90
1431,100
3399,82
1380,34
1981,124
1438,36
1381,86
1541,123
1348,92
459,60
4262,72
4263,105
4264,68
4265,68
4266,47
4267,135
450,46
451,93
452,95
453,37
1344,111
1345,110
456,91
457,96
3702,141
3703,79
3032,99
4895,87
3701,92
3263,61
3368,110
3706,98
4943,67
3707,115
656,64
657,76
654,81
655,54
652,75
653,110
650,48
651,43
3085,129
3084,74
1508,111
1509,157
3081,27
3080,91
658,82
516,46
3943,56
3944,45
3945,92
4182,97
3946,106
4668,89
3947,122
4669,113
1992,47
3884,76
3887,71
3886,111
3881,163
2127,71
3883,69
3882,67
2126,103
3889,103
3888,169
2129,60
2128,50
4666,71
4650,78
2815,94
4667,68
2814,89
4660,79
4665,65
4661,88
4662,107
4900,79
4663,79
4762,47
4653,95
4008,94
4009,139
1376,85
4000,103
4001,78
4002,106
4003,144
4004,53
4005,144
4006,74
4007,233
322,104
323,89
320,74
321,66
326,49
327,87
324,126
325,134
3979,148
3978,91
328,80
329,58
3365,168
3629,83
3628,100
4942,91
3621,69
2819,52
3623,115
3622,113
3625,113
3624,72
1340,50
2818,114
3989,100
4281,71
4406,117
4764,90
4866,88
2330,72
2331,123
2332,67
2333,149
2334,119
2335,75
2336,76
1594,58
2338,51
2339,97
4285,84
1341,78
3072,84
4350,57
3073,29
1995,137
2958,83
3642,93
4867,113
2959,50
3715,136
3714,84
3717,96
3716,138
3711,152
3076,69
3713,69
3712,133
1592,96
3719,41
3718,85
4126,116
4479,99
3078,19
3079,71
4471,129
4470,122
4473,101
4472,96
4475,125
4474,264
4477,107
4476,82
4909,105
4908,82
2488,77
2489,117
2486,73
2487,103
2484,63
2485,113
2482,93
2483,123
2480,79
1598,58
3252,53
2248,81
2249,103
2244,67
2245,88
2246,119
2247,119
2240,98
2241,54
2242,30
2243,85
995,67
994,49
997,122
996,74
991,31
990,115
993,98
992,105
999,71
998,51
120,125
121,90
122,60
123,75
124,93
125,68
126,349
127,55
128,57
129,77
4875,75
3416,124
4877,101
4876,111
4271,120
3379,141
4873,61
3417,101
3378,74
4879,162
3414,47
2068,33
2069,92
2798,95
2799,199
2060,51
2061,206
2062,31
2063,99
2064,110
2065,108
2066,82
2067,79
3374,100
3410,70
3373,110
3411,92
3255,84
3372,112
3371,133
4810,122
3370,57
3579,65
3578,69
3961,193
3575,89
3574,113
3577,97
3576,78
3571,61
3570,72
3573,215
3572,118
2666,110
2667,91
2664,59
2665,36
2662,86
2663,48
2660,58
2661,75
1748,95
2668,13
1749,79
3668,121
2938,161
2939,79
2936,112
2937,93
2934,107
2932,20
2933,52
2930,114
2931,110
4498,76
3799,50
3595,25
1645,113
1644,127
1647,88
1646,82
1641,82
1640,137
1643,77
1642,106
1649,162
1648,45
4228,115
1742,100
3794,46
1743,105
3797,172
4365,85
579,46
578,50
4364,98
573,86
572,33
570,46
577,115
576,138
575,72
574,40
2808,144
2809,43
4956,67
3168,114
3169,50
2802,160
1209,42
2800,123
2801,42
2806,127
2807,130
2804,143
1208,80
1421,60
1420,32
1423,57
1422,43
1425,183
1424,88
1427,32
1426,75
1429,53
1428,175
3366,76
3367,96
3360,97
2156,41
3362,175
3363,80
731,97
730,120
733,106
732,96
735,84
734,102
737,50
739,116
738,57
2403,95
4273,155
4057,126
1359,72
1358,66
469,79
468,98
4275,119
4274,87
1353,122
1352,93
1351,54
1350,87
461,83
1356,83
463,28
462,28
4884,50
4862,80
4054,210
4863,150
3393,52
4905,81
4860,80
1273,60
4858,98
4861,90
4224,184
2158,107
4885,48
2159,49
1519,123
1518,76
3392,72
1515,84
1514,117
1517,91
1516,144
1274,32
1510,115
1513,70
1512,108
3031,116
4225,154
4754,89
4886,85
4651,136
3395,90
1735,64
4859,131
1275,24
4058,71
4478,111
3184,89
3185,58
3186,77
3187,107
3180,100
3181,89
3182,53
3183,148
3188,27
3189,86
4227,78
3214,96
3397,113
4219,109
3201,165
4857,114
4423,111
3109,106
4019,158
4018,87
4013,128
4012,80
4011,165
4010,105
4017,87
4016,52
4015,87
3396,59
357,79
356,104
355,69
354,55
353,85
352,86
351,34
350,38
3984,94
3985,57
3986,71
3987,116
3980,106
3981,163
359,53
358,41
4998,75
4833,120
3107,67
3612,198
4855,103
3613,144
4421,77
3614,88
2323,70
1447,65
2321,155
2320,131
2327,62
2326,59
2325,56
1446,95
4772,94
2329,40
2328,96
1445,91
4709,98
4854,50
289,36
288,51
1444,73
2830,87
3619,58
281,78
280,42
283,52
282,30
285,72
284,30
287,78
286,91
3760,116
3761,57
3762,84
3763,152
3764,183
1441,108
3766,118
3767,126
3768,57
3769,83
1116,143
4701,175
263,80
262,24
261,51
260,54
267,75
266,120
265,40
264,102
269,91
268,50
1562,61
4697,95
2499,55
2498,116
4648,97
1563,169
1980,138
4632,98
2491,54
1564,55
2493,73
2492,66
2495,101
2192,37
2497,57
1565,82
4424,84
4539,112
2193,214
1566,124
2259,148
2258,98
2257,76
2256,89
2255,195
1567,96
2253,125
2252,109
2251,46
2250,118
2477,94
2476,55
988,119
989,97
2473,129
2472,80
2471,62
2470,178
982,77
983,129
980,57
981,149
986,49
987,52
984,61
985,63
115,85
114,258
117,96
116,79
111,100
110,75
113,80
112,143
119,127
118,80
3432,52
2785,158
2784,123
2787,74
2786,40
2781,45
2780,79
2783,78
2782,123
4808,75
4809,104
2789,110
2788,131
1797,55
2079,148
2078,146
2073,119
2072,230
2071,51
2070,53
2077,59
2076,216
2075,40
2074,102
1796,80
4969,109
4363,125
3221,178
3508,106
3509,119
3500,165
3501,69
3502,278
3503,110
3504,66
3505,93
3506,106
3507,114
2671,127
2670,82
2673,59
2672,120
2675,91
2674,81
2677,105
2676,135
2679,30
2678,48
3220,144
2929,78
2928,66
4027,86
2921,198
2920,73
2923,39
2922,122
2925,28
2924,141
2926,120
3394,111
2907,54
4906,82
2906,24
1630,72
1631,51
1632,79
484,66
1634,60
1635,140
1636,82
1637,131
1638,95
1639,104
3218,123
3219,64
1988,100
1989,186
3222,88
4738,92
2909,79
568,24
569,52
2817,94
2816,93
2811,96
2810,117
2813,111
2812,80
560,95
561,108
562,58
563,105
564,56
565,31
566,71
567,88
3179,78
3178,167
3171,84
3170,100
3173,85
3172,56
3175,112
3174,140
3177,78
3176,66
4894,168
4376,86
4964,73
1188,99
1189,77
1186,84
1187,77
1184,129
1185,68
1182,52
1183,121
1180,59
1181,156
726,67
727,121
724,165
725,22
722,65
723,61
720,67
721,54
1744,81
1745,116
1746,49
1747,105
1740,64
1741,65
728,60
729,141
1164,93
1165,42
1166,79
1167,75
1160,116
1161,55
1162,127
1163,30
4246,91
4247,95
4244,75
3309,86
1168,70
1169,94
4240,88
4241,83
4649,138
3092,58
3304,82
472,72
2913,32
3305,68
48,61
49,40
46,111
47,163
44,90
45,144
42,214
43,87
40,72
41,103
1568,58
1569,92
1298,69
1299,135
4720,70
4431,81
1292,60
1293,105
1290,79
1291,107
1296,141
1297,97
1294,77
1295,89
1713,118
474,25
1712,84
475,115
1711,44
2425,91
3747,62
1710,73
1997,116
1717,128
4960,46
1716,63
4398,66
4399,59
1715,67
4441,90
4390,60
4391,97
1201,73
1714,48
4394,127
4395,87
4396,96
4397,169
1366,35
1367,122
1364,134
1365,85
1362,153
1363,156
1360,81
1361,84
3728,18
478,61
479,76
2916,131
3699,66
1368,17
1369,68
