מילה,מספר מופעים 
גילגד,2
ומשעשעת,3
החיוכים,1
החופשיה,1
החיובית,1
טסים,2
קנדריק,27
המופלא',1
צוותו,2
אספקת,2
יושביו,1
יושביה,2
שכאילו,1
יושבים,6
ומחרידות,1
צוותי,1
האלילי,1
תבלינים,1
בחיפוש,57
וולריץ’,1
לרצד,1
סוכות,1
שלסמי,1
אפלמן,2
האלילה,1
וסקוטי,1
יוהנסבורג,2
וויניק,15
הבכורים,1
הצ'יפאטס,1
ג'ולס,2
טימבלין,1
האופטימיות,1
שסאמר,1
לוקינביל,2
ומפריעים,1
בריידון,6
ת'אנדרבירד,1
שמצדו,1
הפכפך,2
ששעותיה,1
פרברים,2
הזמן:,1
הזמן;,1
ונראתה,1
לבאנטל,2
מארחים,4
וודג,2
בלאבן,12
ספקולציות,1
דמיאנו,4
חלקנו,1
פרידות,4
שתמצא,1
מיאמי-מחלק,1
מפתה,19
ממתקן,2
מפתח,24
נעה,7
מגוויר,5
מאופק,1
כסוג,3
גריי-סטנפורד,2
שמתפתה,1
השוכבת,1
פאוורו,1
כפילם,1
בהיפוך,1
ברגשות,3
נחמדים,2
לפילם,2
פאוורס,18
בניל,1
שלחוף,1
בטורונטו,1
מקריבים,2
נער,125
מאכלסת,2
ויוצאות,2
כשאביהם,1
ובשלים,1
בסיועו,1
חולקות,1
מאופשרת,1
מטקינה,4
בלאושטיין,2
ארינצין,2
ורעיון,1
אלדרקין,2
וורמון,2
הבוחנת,2
האוטוביוגרפי,4
בפולקלור,1
לגלה,2
כיבוש,10
הגעתם,1
לגלי,1
כסייד-קיק,1
יצאו,6
המורדים,22
במאדגסקר,1
במחוז,6
בבוסניה,4
מיזג,1
מונוז,4
מתעניינים,1
ז'אבר,1
המוגזמת,1
בלאקלי,4
ואחרי,8
תצלחו,1
הקרחונים,1
בלפורד,2
הפסיק,6
הקניבלים,3
והעוקצניות,1
בהרגשה,1
שפונגו,1
לילות,22
פיודור,2
וקשרים,2
וולטסון,6
מינאסה,1
האינג,2
עקבותיו,10
ולפתע,5
התנופה,1
החדשותית,1
ומטומטם,1
דיסקברי,1
תיעודיים,3
קראה,1
המוסיקאלי,1
הנקל,2
הנקי,1
טונטו,1
במריון,1
הנקה,6
הכל-כך,1
והנערים,1
Tension,1
לכבד,5
התאדתה,1
האנרגיה,1
טזמאניה,1
הנקס,71
הטכנולוגיה,9
והחדשניים,1
ולפתח,2
ההתאהבות,1
גרושתו,6
קפולט,1
הפשועים,1
קראק,1
הזריזות,1
קראפ,2
פורטמן,37
הצטיין,1
גווינת',1
הרחב,6
יורצק,2
הרחם,2
המתאהבת,1
המנהלים,3
לסוחר,2
משדכת,1
ונכלאה,2
האושר,9
ומאבדים,1
לנוסעים,2
Socks,1
שננשך,2
ואמריקאים,1
מציצים,1
רוחניים,3
צבעוניות,2
מזכירה,3
גרוטוייס,2
בנטין,1
זייפריד,1
גואנטנמו,1
המושמעים,1
שימלל,2
לוסיל,4
הסרטונים,2
הדוקטור,5
ומדע,4
לוסיז,2
ובורחים,1
לוסיה,4
משתוכנן,1
בג'ולי,1
ה-FBI,16
שביצע,9
הדורס,1
אזרחים,20
טאקאהאטה,1
מחיות,1
מצטרפים,28
הדורש,1
מקגרגר,2
בנתלי,4
המפורסמות,5
אזרחית,4
ומתוחכמת,5
דיקטטורת,1
ופגישה,1
הזנות,1
הפסיפי,1
רוזנבלום,1
ניקלאס,2
ומדי,1
לשנחאי,3
אלויליאנדרו,1
מוכים,1
שהתכוון,1
מאמאדו,2
להתנהגות,4
הדודים,5
מדכדכות,1
הדגס,2
ומההשלכות,1
העליז,2
כעולה,1
הדגש,1
קידר,6
החלומית,4
פרארי,3
ונאבק,4
להנשא,3
ומסדר,2
המופלאה,3
ולזכות,8
הדגל,4
שעשה,11
שעשו,5
וקטן,1
המכוערים,1
תאומי,2
לעשיר,1
והעבריין,1
הכריזמטי,12
סלעים,2
הורס,4
כשזה,2
קוטקס,10
האקצנטרי,2
לסיטואצייה,1
וחבריהם,3
קונציטה,4
בליגה,3
גיאמאטי,18
מקלוסקי,2
כאבי,1
הטרון,2
כאבה,2
הטרום,1
קורטיזנית,1
כאבא,1
מתייחסת,1
המכריזה,1
אולי,50
סזוהר,4
מתגרה,4
בקאן,3
בקאל,1
Revenge,1
הטרור,17
בקאי,2
נמנעו,1
תאומה,2
כוללות,2
חדיש,1
לאודסה,1
מולהרון,2
קוטקי,2
רצונותיו,1
להינצל,7
שהנבואה,2
טיילור-גונסון,2
מהספר,5
פופולארית,1
קייגל,2
מעוברת,3
קבריהם,1
ת'או,1
והחרבות,1
וויטנאם,1
סולייה,2
אדקומב,1
תרגום,1
קשישה,5
לגוף,3
ללהיט,24
שפורצת,3
העדין,6
מגן-עדן,2
רוסודאן,2
אירבינג,1
לגוש,1
לגור,54
מהספה,1
שמתות,1
וכעת,32
שנרדף,2
וייטנאם,13
קזינו,6
Calibro,1
בכיף,1
פטריארכלי,1
זורחת,3
שמעוניינת,1
הטקסט,1
ב-fbi,2
פוול,4
לפרדי,1
ווינכאנט,6
מרבית,10
בקנדה,2
להארי,5
כחוטף,2
הידגי,2
הקנדימן,3
מרביץ,1
שבורים,7
שפועל,7
אקאן,2
מהשוואת,1
איזשהו,1
ומהגרת,1
שנרדם,1
ומסתובב,1
הדמות,15
שנוכחותו,1
מהקהילה,1
ליורש,3
והתא,1
מהאוויר,1
מקגווין,4
מעדיף,8
ניחומים,1
התיק,12
דקלייב,1
יביילו,4
אולן,2
חולניים,1
ומבט,1
הקדיש,1
ווארדן,2
מההיסטוריה,1
נוצץ,3
איכר,7
סאטורן,1
דקלייר,2
העוטפת,1
לרודי,1
התיל,1
הקדים,1
להוסיף,3
דונלאן,2
ליורי,1
ואלרי,9
ונוכל,1
העובדים,23
מקגוויר,9
קיס,9
מפרסם,2
שהאסון,1
המשאלים,1
מעיזים,1
קופנחיים,2
עורבים,5
והמסע,3
שוטטו,1
הממונים,2
הסוסים,5
ובשבילו,1
שהחוף,1
הגולף,1
העונות,4
מטלה,1
הגולש,4
הסמכות,1
הגולה,2
וקלה,1
חטפה,1
בסוגיות,2
הגולם,1
בווייאר-צאפמן,2
הגולן,1
והזכיות,1
/,19
אנטי-מלחמתי,1
ושרון,1
תעמוד,1
מעובדי,1
חצרו,1
שהקרנית,1
כוח-G,2
הפאם,1
דנדי,2
פרילו,2
קאליבן,1
מתנקש,34
posh,1
לאביזרי,1
ומשתתף,2
אניקי,2
דנדו,1
פרילי,2
לאזרח,1
ובבארים,1
וחדשות:,1
בדרקה,2
למחרוזת,1
אפילו,73
לרכוש,5
אוכלוסייתם,1
מכלאן,1
הבגרות,4
סטטוס,3
לרכוב,1
לשיאם,2
פורנאו,2
הפאה,4
שהצחיק,2
מתוארת,3
אפאנוביץ,2
חסאן,6
לשיאו,9
לשיאה,3
ומהמר,1
והדרשה,1
אורגניים,1
ישנים,11
כשהוטבל,1
כישרונו,3
הבריטיים,3
למעבר,2
ומרלנה,1
שיריאבה,2
הראפ,4
ומשתפי,1
גאסק,6
המקועקע,4
מתנשא,2
סקוט-טיילור,2
הארורה,2
וסטרץ'',1
מיכאליאנו,2
ומרעננת,2
גאסט,2
גלגוס,2
ומושכת,3
קיילי,27
ליביו,2
רוייזר,2
ששדד,3
מתהפך,8
סקיאבורדי,2
מעצימה,1
המיועדת,5
ששדי,1
הוצרסון,2
ליברטי,2
בופור,2
הפנטסטיים,2
השלופות,1
קאזושיג,2
לאובססיבי,1
הרצח,49
כהרפתקה,2
נורת,8
וג'ונון,3
ולשדוד,1
קאוויל,6
ציר,3
הגבס,1
ביופיו,1
ציפ,4
ציץ,12
נרחב,3
לליגיונרים,1
ציל,6
לרולנד,1
צין,12
מהלימודים,2
מעשיהו,1
קאוויש,1
המסתמן,1
ציו,2
צ'ליוס,1
מעשיהם,4
מעשיהן,1
נורו,1
נורה,35
שרותיה,1
איון,6
בופון,1
נורד,2
נורם,2
להימכר,2
רמוסים,1
הפשע,94
נורי,4
נורט,5
משוגע,9
לבוסטון,4
ד''ר,2
קבוצת,163
וההרוסה,1
המחרידים,2
בשחקניה,1
סרטון,5
שאבטאי,2
פרייסר,2
והניצולים,3
כשגורלו,2
מלוטשת,1
ההקרבה,1
פלדת,1
פלדר,1
והורגים,2
פלדה,6
הנחרצות,2
וויסניווסקי,2
מארחת,3
הטבחים,1
דולנגנגר,1
ששהיפוט,1
שהציירת,1
לדיוויד,2
בשורות,4
בהאנגר,1
הספוג,1
קבוצה,94
האנתרופולוג,1
נוספיםבאיזור,1
וורט,2
משתכנע,2
רנולדס,1
וורל,4
נאקמורה,6
וורד,43
וורה,7
וורו,5
המרפסת,1
דיאוור,2
בוורוד,3
סאליבן,16
ערמומי,12
לבעור,1
שהצד,1
Koryo,1
לאמאר,7
דבוזייה,3
פריוונקל:,1
והלאה,5
משברי,1
תושביה,4
הסמוכה,6
הפיתיון,1
לאנשי,7
וורק,2
מביתן,1
לקורבן,9
מביתם,6
מהזן,2
חוליה,3
שחטף,4
ולמות,5
חוליי,1
מביתו,2
סטיוארט-ווילסון,2
אוראלי,1
חולים,29
מהקליקהשל,1
קאטקרט,1
גמליון,1
הבני,1
דרוק,2
גודאל,12
והופיעה,1
בשלהי,12
דרור,2
וקרניים,1
מהקמפוס,2
ופרנסס,3
בנבל-על,1
מצונזר,2
שהסלולרי,1
אורגון,4
הבנת,1
ופרנסה,1
הבנק,26
התפוח,1
להוכיח,70
דרום,21
ויינבלום,8
בסצינה,1
ווילואו,2
סביר,4
נייזרמן,1
לדואיין,2
שפיטר,1
הארכיטקטורה,1
האם,275
שברק,1
מוגבלות,4
להפחתת,1
הופקינס,72
שהוריהן,1
הקפריס,2
ואלאנס,4
וג'קסון,1
העירות,1
סאינטורה,2
והתלבושות,2
הזיות,2
ברוקרים,1
ומנהל,10
בסאיגון,1
תמריץ,2
מצוידים,2
מעוניינת,4
וייל,3
הוקלט,1
שברא,1
להתקפות,2
פיגליולי,2
שברח,6
שברי,1
ובגבורה,1
הממשלתי,2
הנראטיב,1
סאטירית,3
הרולד,35
ועוקבים,3
שממצה,1
כאקס,1
צ'נינג,3
וסרלינג,1
ואומגה,2
מהמלחמות,1
שמדווח,1
וישיבה,1
המלגה,1
ויליאם,98
היומרנות,1
ויליאן,1
ואירוניה,1
העינינים,1
שעבורה,1
שביקרו,1
וג'קרטה,1
משליכה,1
ולושיוס,1
בחירוף,2
בחיתול,1
חיבתן,1
ששטה,1
בשליטה,4
היענות,2
ילטן,2
מחתרתית,3
הנוגע,4
בברזיל,5
טכנולוגי,2
ומשטר,1
מותחני,1
בתמורה,11
לסרסור,1
שהאלים,1
בזהב,5
הקולקטיבי,1
לכרות,5
לאבטלה,1
לכליאת,1
התגלית,4
הארכיאולוג,2
התלמידים,14
רומנטית,64
המליץ,1
לקרקס,1
האפשרות,14
המיסטי,4
במשפטים,2
ניצולות,2
גוליבר,4
לרון,1
המצויינים,1
מטורף,61
לטוות,1
איסלנד,1
תתרחש,2
בכיסו,3
והכי,5
גרייסטוק,3
היבשה,5
פנטזיית,5
הוללות,1
ליוד,2
גיליון,1
ונוס,3
בברונקס,2
יאבוז,2
שהשוטרים,2
ליון,9
באמה,2
והדודות,1
שבירה,6
לאקדוחן,1
רזיסטנס,1
טליה,19
הראשי,46
היבשת,8
פנטזייה,1
ימאמורה,4
היבשים,1
שיקום,6
שמחת,2
באזי,2
וחוויות,2
שיקוי,2
בולטת,1
בולטר,2
ורג'ינלד,1
חקירתם,4
מגוחך,3
ההיצ'קוקיאנית,1
והאביר,1
ללויתנים,1
F,3
שעזב,9
העומדים,10
חקירתו,3
חקירתה,1
ועריכה,1
תומכת,1
וויסקי,2
תנאי,7
ג'ובסון,1
בפשנדל,1
הוגו,58
בשיקום,2
יישום,1
בתחכום,2
סלימאן,2
בתוכי,2
צ'אפמן,1
מהאיש,1
בתוכם,4
סלנה,6
תהומי,1
בתוכה,10
סלנג,1
הפועלים,15
דוסון,30
היסטוריים,3
מאשים,5
בקובה,2
לאיטליה,5
שדוהר,1
שלימות,1
סנדאנס,1
מתפרסם,1
סבולד,1
עצבניים,1
לטיטניק,1
לסטייסי,1
ונהנים,2
גוניס,2
כשמזדמנת,1
מהראשון,1
גיאני,10
ניווירט,4
התחרשו,1
באבדות,1
שושבין,5
וגורגוזאורוס,1
נמלה,1
מוחדר,1
ריינלד,2
הזיכרונות,5
סטקליף,2
מעטים,3
וריאציה,2
אסאנג',1
עתידית,1
חאומה,1
מתנגשת,1
המוצאים,7
שמלמד,3
הטרודה,1
ידאג,1
כאבים,5
ברוצחי,3
בתואר,8
ווטני,2
רעמסס,1
שנמו,1
מתודלק,2
קרוליין,28
ווטנב,2
החזירה,1
שתגלה,1
משוואות,1
מתבדח,1
לבסק,4
למחרת,9
לבסס,3
האנסים,3
פארנר,2
מגורינו,2
מנואלה,3
רועד,1
ורסו,3
מכהן,1
לייצגו,1
סוויזי,9
בהרס,2
רועי,1
שוודיה,1
לייצגם,1
ממון,1
playful,1
לכרייה,1
סורנסן,2
המהפכנים,1
המשרים,1
דופויס,8
וסופרגירל,1
גיררדוט,4
לאוניד,2
כמאפיונר,1
שרגילה,1
סודייקיס,5
חואכים,1
סטאהל,4
באחראים,1
שוודית,2
רועש,2
זוויק,2
Braschi,2
דוהרטי,12
בירה,7
ורוניקה,40
מהאחר,1
בירח,1
בירט,2
רוניק,1
הבורא,1
וונילה,2
גלנה,2
בירן,20
1955,21
1954,7
בבונקרים,1
שאמאלןהחוש,1
1951,8
1950,14
1953,8
תולדות,4
'האיליאדה',1
דייסרט,2
הצ'רסון,1
1959,16
1958,14
לתרגם,2
גיפרס,4
לפליטים,2
ורצחה,2
אנגלנד,2
הבוסטון,1
ובסוואנה,1
דיווחה,1
לטרנסקסואל,1
מסכים,24
בשתיהן,1
לרונאן,1
קאלנדאר,1
בירץ,8
בירק,6
וכתמיד,1
בירת,5
יפרסם,1
אוהדי,1
למורו,1
האבלה,1
לפרוח,3
סורמאצי,2
עריכה,6
הטבעית,4
מנציני,1
לפרוט,2
מעמיקות,1
מחשבות,7
כשארטיפקט,1
סימרון,1
גוקו,1
מאנצ'יז,1
סטוצים,1
רכבי,1
וחתיכת,1
גוקס,2
שקייטי,1
אמיתי:,1
לפרוע,1
המוסרית,2
הבייסבול,4
הנגן,2
לפרוץ,11
הנגד,1
סווטלנה,5
לפרוש,18
למורת,3
בקהילה,11
ואלכס,2
רלי,1
פרה‏-‏היסטורית,1
בנינגטון,2
מהצורך,1
הויקטוריאנית,2
